Train,Time,Track,Station,Accessible
Philadelphia,"10:47 AM
           in 22 Min",Track Single,Hammonton Station,True
Atlantic City,12:07 PM,Track Single,Hammonton Station,True
Philadelphia,12:39 PM,Track Single,Hammonton Station,True
Atlantic City,1:58 PM,Track Single,Hammonton Station,True
Philadelphia,2:30 PM,Track Single,Hammonton Station,True
Atlantic City,3:50 PM,Track Single,Hammonton Station,True
Philadelphia,4:22 PM,Track Single,Hammonton Station,True
Philadelphia,5:31 PM,Track Single,Hammonton Station,True
Atlantic City,5:42 PM,Track Single,Hammonton Station,True
Atlantic City,6:53 PM,Track Single,Hammonton Station,True
Philadelphia,7:26 PM,Track Single,Hammonton Station,True
Atlantic City,8:03 PM,Track Single,Hammonton Station,True
Philadelphia,9:25 PM,Track Single,Hammonton Station,True
Atlantic City,10:02 PM,Track Single,Hammonton Station,True
Philadelphia,11:23 PM,Track Single,Hammonton Station,True
Atlantic City,11:58 PM,Track Single,Hammonton Station,True
Atlantic City,1:50 AM,Track Single,Hammonton Station,True
Hoboken -SEC,"10:28 AM
           in 3 Min",Track Single,Harriman Station,True
Port Jervis,11:14 AM,Track Single,Harriman Station,True
Hoboken -SEC,12:42 PM,Track Single,Harriman Station,True
Middletown,1:50 PM,Track Single,Harriman Station,True
Hoboken -SEC,2:42 PM,Track Single,Harriman Station,True
Middletown,3:49 PM,Track Single,Harriman Station,True
Hoboken -SEC,3:57 PM,Track Single,Harriman Station,True
Port Jervis,5:12 PM,Track Single,Harriman Station,True
Port Jervis,5:53 PM,Track Single,Harriman Station,True
Port Jervis,6:22 PM,Track Single,Harriman Station,True
Port Jervis,6:53 PM,Track Single,Harriman Station,True
Port Jervis,7:17 PM,Track Single,Harriman Station,True
Port Jervis,7:35 PM,Track Single,Harriman Station,True
Port Jervis,8:05 PM,Track Single,Harriman Station,True
Port Jervis,9:01 PM,Track Single,Harriman Station,True
Hoboken -SEC,10:30 PM,Track Single,Harriman Station,True
Port Jervis,11:29 PM,Track Single,Harriman Station,True
Port Jervis,2:09 AM,Track Single,Harriman Station,True
Hoboken -SEC,"10:26 AM
           in 4 Min",Track 2,Hawthorne Station,False
Suffern,11:24 AM,Track 1,Hawthorne Station,False
Hoboken -SEC,11:26 AM,Track 2,Hawthorne Station,False
Suffern,12:23 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,12:26 PM,Track 2,Hawthorne Station,False
Waldwick,1:25 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,1:26 PM,Track 2,Hawthorne Station,False
Waldwick,2:23 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,2:24 PM,Track 2,Hawthorne Station,False
Hoboken -SEC,3:18 PM,Track 2,Hawthorne Station,False
Suffern,3:25 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,3:50 PM,Track 2,Hawthorne Station,False
Waldwick,4:14 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,4:37 PM,Track 2,Hawthorne Station,False
Ridgewood,5:07 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,5:26 PM,Track 2,Hawthorne Station,False
Waldwick,5:54 PM,Track 1,Hawthorne Station,False
Hoboken -SEC,6:18 PM,Track 2,Hawthorne Station,False
Waldwick,6:26 PM,Track 1,Hawthorne Station,False
Long Branch,10:59 AM,Track 1,Hazlet Station,True
New York -SEC ✈,11:18 AM,Track 2,Hazlet Station,True
Long Branch,11:55 AM,Track 1,Hazlet Station,True
New York -SEC ✈,12:15 PM,Track 2,Hazlet Station,True
Long Branch,12:38 PM,Track 1,Hazlet Station,True
New York -SEC ✈,1:15 PM,Track 2,Hazlet Station,True
Long Branch,1:19 PM,Track 1,Hazlet Station,True
Long Branch,1:57 PM,Track 1,Hazlet Station,True
New York -SEC ✈,2:16 PM,Track 2,Hazlet Station,True
Long Branch,2:55 PM,Track 1,Hazlet Station,True
New York -SEC ✈,3:13 PM,Track 2,Hazlet Station,True
Long Branch,3:56 PM,Track 1,Hazlet Station,True
New York -SEC ✈,4:07 PM,Track 2,Hazlet Station,True
Long Branch,4:44 PM,Track 1,Hazlet Station,True
New York -SEC ✈,5:07 PM,Track 2,Hazlet Station,True
Bay Head,5:33 PM,Track 1,Hazlet Station,True
New York -SEC ✈,6:01 PM,Track 2,Hazlet Station,True
Bay Head,6:04 PM,Track 1,Hazlet Station,True
Long Branch,6:28 PM,Track 1,Hazlet Station,True
New York -SEC,12:19 PM,Track Single,High Bridge Station,False
Newark Penn,3:04 PM,Track Single,High Bridge Station,False
Newark Penn,4:55 PM,Track Single,High Bridge Station,False
Gladstone,11:06 AM,Track 3,Highland Avenue Station,False
Hoboken,11:08 AM,Track 2,Highland Avenue Station,False
Hoboken,12:01 PM,Track 2,Highland Avenue Station,False
Gladstone,12:06 PM,Track 3,Highland Avenue Station,False
Hoboken,1:01 PM,Track 2,Highland Avenue Station,False
Gladstone,1:06 PM,Track 3,Highland Avenue Station,False
Hoboken,1:29 PM,Track 2,Highland Avenue Station,False
Hoboken,2:01 PM,Track 2,Highland Avenue Station,False
Gladstone,2:06 PM,Track 3,Highland Avenue Station,False
Hoboken,3:01 PM,Track 2,Highland Avenue Station,False
Gladstone,3:10 PM,Track 3,Highland Avenue Station,False
Summit,3:58 PM,Track 3,Highland Avenue Station,False
Hoboken,4:02 PM,Track 2,Highland Avenue Station,False
New York,4:15 PM,Track 2,Highland Avenue Station,False
Summit,4:37 PM,Track 3,Highland Avenue Station,False
Hoboken,4:51 PM,Track 2,Highland Avenue Station,False
Hoboken,5:05 PM,Track 2,Highland Avenue Station,False
Summit,5:14 PM,Track 3,Highland Avenue Station,False
Hoboken,5:16 PM,Track 2,Highland Avenue Station,False
Spring Valley,"10:46 AM
           in 22 Min",Track Single,Hillsdale Station,False
Hoboken -SEC,11:15 AM,Track Single,Hillsdale Station,False
Spring Valley,12:10 PM,Track Single,Hillsdale Station,False
Hoboken -SEC,12:40 PM,Track Single,Hillsdale Station,False
Spring Valley,1:20 PM,Track Single,Hillsdale Station,False
Spring Valley,2:37 PM,Track Single,Hillsdale Station,False
Hoboken -SEC,3:06 PM,Track Single,Hillsdale Station,False
Spring Valley,3:45 PM,Track Single,Hillsdale Station,False
Hoboken -SEC,4:14 PM,Track Single,Hillsdale Station,False
Spring Valley,4:53 PM,Track Single,Hillsdale Station,False
Spring Valley,5:30 PM,Track Single,Hillsdale Station,False
Spring Valley,5:52 PM,Track Single,Hillsdale Station,False
Spring Valley,6:33 PM,Track Single,Hillsdale Station,False
Spring Valley,6:52 PM,Track Single,Hillsdale Station,False
Spring Valley,7:11 PM,Track Single,Hillsdale Station,False
Spring Valley,7:40 PM,Track Single,Hillsdale Station,False
Spring Valley,8:18 PM,Track Single,Hillsdale Station,False
Spring Valley,9:11 PM,Track Single,Hillsdale Station,False
Hoboken -SEC,9:38 PM,Track Single,Hillsdale Station,False
Hoboken -SEC,"10:22 AM
           All Aboard",Track 2,Ho-Ho-Kus Station,False
Hoboken -SEC,11:16 AM,Track 2,Ho-Ho-Kus Station,False
Hoboken -SEC,11:23 AM,Track 2,Ho-Ho-Kus Station,False
Suffern,11:34 AM,Track 3,Ho-Ho-Kus Station,False
Hoboken -SEC,12:16 PM,Track 2,Ho-Ho-Kus Station,False
Hoboken -SEC,12:22 PM,Track 2,Ho-Ho-Kus Station,False
Suffern,12:34 PM,Track 3,Ho-Ho-Kus Station,False
Hoboken -SEC,1:16 PM,Track 2,Ho-Ho-Kus Station,False
Hoboken -SEC,1:23 PM,Track 2,Ho-Ho-Kus Station,False
Suffern,1:25 PM,Track 3,Ho-Ho-Kus Station,False
Waldwick,1:35 PM,Track 3,Ho-Ho-Kus Station,False
Hoboken -SEC,2:14 PM,Track 2,Ho-Ho-Kus Station,False
Hoboken -SEC,2:18 PM,Track 2,Ho-Ho-Kus Station,False
Suffern,2:26 PM,Track 3,Ho-Ho-Kus Station,False
Waldwick,2:33 PM,Track 3,Ho-Ho-Kus Station,False
Hoboken -SEC,3:08 PM,Track 2,Ho-Ho-Kus Station,False
Suffern,3:22 PM,Track 3,Ho-Ho-Kus Station,False
Hoboken -SEC,3:30 PM,Track 2,Ho-Ho-Kus Station,False
Suffern,3:35 PM,Track 3,Ho-Ho-Kus Station,False
Gladstone,10:38 AM,Track 16,Hoboken Terminal,True
Ridgewood -SEC,10:39 AM,Track 2,Hoboken Terminal,True
Suffern -SEC,10:45 AM,Track 9,Hoboken Terminal,True
Spring Valley -SEC,11:17 AM,Track 11,Hoboken Terminal,True
Gladstone,11:38 AM,Track 13,Hoboken Terminal,True
Ridgewood -SEC,11:39 AM,Track 7,Hoboken Terminal,True
Suffern -SEC,11:45 AM,Track 17,Hoboken Terminal,True
Spring Valley -SEC,12:29 PM,Track 3,Hoboken Terminal,True
Gladstone,12:38 PM,Track 12,Hoboken Terminal,True
Suffern -SEC,12:39 PM,Track 4,Hoboken Terminal,True
Middletown -SEC,12:42 PM,Track 10,Hoboken Terminal,True
Waldwick -SEC,12:46 PM,Track,Hoboken Terminal,True
Gladstone,1:38 PM,Track 16,Hoboken Terminal,True
Suffern -SEC,1:39 PM,Track 13,Hoboken Terminal,True
Waldwick -SEC,1:44 PM,Track 9,Hoboken Terminal,True
Spring Valley -SEC,1:48 PM,Track 11,Hoboken Terminal,True
Dover,1:58 PM,Track 7,Hoboken Terminal,True
Hackettstown,2:27 PM,Track 6,Hoboken Terminal,True
Suffern -SEC,2:35 PM,Track 3,Hoboken Terminal,True
Trenton,"10:38 AM
           in 22 Min",Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,11:37 AM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,12:38 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,1:04 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,1:39 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,2:06 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,2:34 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,3:09 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,3:47 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,4:24 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,6:28 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,7:02 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,7:20 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,7:28 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,7:41 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,8:06 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,8:14 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,8:34 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Trenton,9:05 PM,Track 4,Jersey Avenue Station (Northeast Corridor),False
Hackettstown,10:58 AM,Track Single,Lake Hopatcong Station,False
Hoboken,12:19 PM,Track Single,Lake Hopatcong Station,False
Hackettstown,3:55 PM,Track Single,Lake Hopatcong Station,False
Hoboken,5:13 PM,Track Single,Lake Hopatcong Station,False
Mount Olive,5:26 PM,Track Single,Lake Hopatcong Station,False
Hoboken,6:07 PM,Track Single,Lake Hopatcong Station,False
Hackettstown,6:16 PM,Track Single,Lake Hopatcong Station,False
Mount Olive,6:45 PM,Track Single,Lake Hopatcong Station,False
Hoboken,7:27 PM,Track Single,Lake Hopatcong Station,False
Hackettstown,7:38 PM,Track Single,Lake Hopatcong Station,False
Hoboken,8:52 PM,Track Single,Lake Hopatcong Station,False
Hackettstown,9:06 PM,Track Single,Lake Hopatcong Station,False
Hackettstown,10:42 PM,Track Single,Lake Hopatcong Station,False
Mount Olive,11:47 PM,Track Single,Lake Hopatcong Station,False
High Bridge,11:19 AM,Track 1,Lebanon Station,False
New York -SEC,12:27 PM,Track 1,Lebanon Station,False
High Bridge,2:17 PM,Track 1,Lebanon Station,False
Newark Penn,3:12 PM,Track 1,Lebanon Station,False
High Bridge,4:14 PM,Track 1,Lebanon Station,False
Newark Penn,5:03 PM,Track 1,Lebanon Station,False
High Bridge,6:06 PM,Track 1,Lebanon Station,False
High Bridge,6:40 PM,Track 1,Lebanon Station,False
High Bridge,7:32 PM,Track 1,Lebanon Station,False
High Bridge,8:30 PM,Track 1,Lebanon Station,False
High Bridge,10:23 PM,Track 1,Lebanon Station,False
High Bridge,12:23 AM,Track 1,Lebanon Station,False
Trenton,"10:26 AM
           All Aboard",Track 5,Liberty International Airport,True
New York -SEC,"10:28 AM
           in 2 Min",Track A,Liberty International Airport,True
New York -SEC,"10:47 AM
           in 21 Min",Track A,Liberty International Airport,True
Trenton,11:00 AM,Track 5,Liberty International Airport,True
New York -SEC,11:06 AM,Track A,Liberty International Airport,True
Long Branch,11:08 AM,Track 5,Liberty International Airport,True
New York -SEC,11:18 AM,Track A,Liberty International Airport,True
Washington,11:24 AM,Track 4,Liberty International Airport,True
Trenton,11:33 AM,Track 5,Liberty International Airport,True
Long Branch,11:48 AM,Track 5,Liberty International Airport,True
New York -SEC,11:48 AM,Track A,Liberty International Airport,True
Trenton,12:01 PM,Track 5,Liberty International Airport,True
New York -SEC,12:10 PM,Track A,Liberty International Airport,True
Trenton,12:25 PM,Track 5,Liberty International Airport,True
New York,12:33 PM,Track 1,Liberty International Airport,True
New York -SEC,12:34 PM,Track A,Liberty International Airport,True
Long Branch,12:37 PM,Track 5,Liberty International Airport,True
New York -SEC,12:55 PM,Track A,Liberty International Airport,True
Trenton,12:59 PM,Track 5,Liberty International Airport,True
Dover,3:04 PM,Track Single,Lincoln Park Station,False
Denville,4:35 PM,Track Single,Lincoln Park Station,False
Hackettstown,5:35 PM,Track Single,Lincoln Park Station,False
Mount Olive,6:05 PM,Track Single,Lincoln Park Station,False
Dover,6:47 PM,Track Single,Lincoln Park Station,False
Lake Hopatcong,7:35 PM,Track Single,Lincoln Park Station,False
Hackettstown,8:27 PM,Track Single,Lincoln Park Station,False
Hackettstown,10:02 PM,Track Single,Lincoln Park Station,False
Mount Olive,11:09 PM,Track Single,Lincoln Park Station,False
Long Branch,"10:20 AM
           All Aboard",Track B,Linden Station,True
Trenton,"10:36 AM
           in 10 Min",Track B,Linden Station,True
New York -SEC ✈,"10:54 AM
           in 28 Min",Track A,Linden Station,True
New York -SEC ✈,11:05 AM,Track A,Linden Station,True
Trenton,11:10 AM,Track B,Linden Station,True
Long Branch,11:19 AM,Track B,Linden Station,True
New York -SEC ✈,11:36 AM,Track A,Linden Station,True
Trenton,11:45 AM,Track B,Linden Station,True
New York -SEC ✈,11:57 AM,Track A,Linden Station,True
Long Branch,12:00 PM,Track B,Linden Station,True
Trenton,12:11 PM,Track B,Linden Station,True
New York -SEC ✈,12:22 PM,Track A,Linden Station,True
Trenton,12:37 PM,Track B,Linden Station,True
New York -SEC ✈,12:44 PM,Track A,Linden Station,True
New York -SEC ✈,12:55 PM,Track A,Linden Station,True
Trenton,1:09 PM,Track B,Linden Station,True
New York -SEC ✈,1:13 PM,Track A,Linden Station,True
Long Branch,1:22 PM,Track B,Linden Station,True
Trenton,1:39 PM,Track B,Linden Station,True
Philadelphia,11:07 AM,Track Single,Lindenwold Station,True
Atlantic City,11:46 AM,Track Single,Lindenwold Station,True
Philadelphia,12:59 PM,Track Single,Lindenwold Station,True
Atlantic City,1:38 PM,Track Single,Lindenwold Station,True
Philadelphia,2:51 PM,Track Single,Lindenwold Station,True
Atlantic City,3:30 PM,Track Single,Lindenwold Station,True
Philadelphia,4:42 PM,Track Single,Lindenwold Station,True
Atlantic City,5:22 PM,Track Single,Lindenwold Station,True
Philadelphia,5:54 PM,Track Single,Lindenwold Station,True
Atlantic City,6:33 PM,Track Single,Lindenwold Station,True
Atlantic City,7:43 PM,Track Single,Lindenwold Station,True
Philadelphia,7:50 PM,Track Single,Lindenwold Station,True
Atlantic City,9:41 PM,Track Single,Lindenwold Station,True
Philadelphia,9:48 PM,Track Single,Lindenwold Station,True
Atlantic City,11:35 PM,Track Single,Lindenwold Station,True
Philadelphia,11:43 PM,Track Single,Lindenwold Station,True
Atlantic City,1:30 AM,Track Single,Lindenwold Station,True
Dover,2:53 PM,Track Single,Little Falls Station,False
Denville,4:24 PM,Track Single,Little Falls Station,False
Hackettstown,5:23 PM,Track Single,Little Falls Station,False
Mount Olive,5:54 PM,Track Single,Little Falls Station,False
Dover,6:36 PM,Track Single,Little Falls Station,False
Lake Hopatcong,7:24 PM,Track Single,Little Falls Station,False
Hackettstown,8:16 PM,Track Single,Little Falls Station,False
Hackettstown,9:51 PM,Track Single,Little Falls Station,False
Mount Olive,10:58 PM,Track Single,Little Falls Station,False
New York -SEC ✈,11:02 AM,Track 2,Little Silver Station,False
Long Branch,11:15 AM,Track 1,Little Silver Station,False
New York -SEC ✈,11:59 AM,Track 2,Little Silver Station,False
Long Branch,12:11 PM,Track 1,Little Silver Station,False
Long Branch,12:54 PM,Track 1,Little Silver Station,False
New York -SEC ✈,12:59 PM,Track 2,Little Silver Station,False
Long Branch,1:36 PM,Track 1,Little Silver Station,False
New York -SEC ✈,2:00 PM,Track 2,Little Silver Station,False
Long Branch,2:13 PM,Track 1,Little Silver Station,False
New York -SEC ✈,2:57 PM,Track 2,Little Silver Station,False
Long Branch,3:12 PM,Track 1,Little Silver Station,False
New York -SEC ✈,3:51 PM,Track 2,Little Silver Station,False
Long Branch,4:12 PM,Track 1,Little Silver Station,False
New York -SEC ✈,4:51 PM,Track 2,Little Silver Station,False
Long Branch,4:59 PM,Track 1,Little Silver Station,False
New York -SEC ✈,5:45 PM,Track 2,Little Silver Station,False
Bay Head,5:50 PM,Track 1,Little Silver Station,False
Bay Head,6:21 PM,Track 1,Little Silver Station,False
New York -SEC,6:22 PM,Track 2,Little Silver Station,False
New York -SEC ✈,10:54 AM,Track 1,Long Branch Station,True
Bay Head,11:28 AM,Track 2,Long Branch Station,True
New York -SEC ✈,11:52 AM,Track 1,Long Branch Station,True
Bay Head,12:26 PM,Track 2,Long Branch Station,True
New York -SEC ✈,12:52 PM,Track 1,Long Branch Station,True
New York -SEC ✈,1:53 PM,Track 1,Long Branch Station,True
Bay Head,2:26 PM,Track 2,Long Branch Station,True
New York -SEC ✈,2:50 PM,Track 1,Long Branch Station,True
New York -SEC ✈,3:44 PM,Track 1,Long Branch Station,True
Bay Head,4:26 PM,Track 2,Long Branch Station,True
New York -SEC ✈,4:44 PM,Track 1,Long Branch Station,True
Bay Head,5:15 PM,Track 2,Long Branch Station,True
New York -SEC ✈,5:38 PM,Track 1,Long Branch Station,True
Bay Head,5:57 PM,Track 1,Long Branch Station,True
New York -SEC,6:15 PM,Track 2,Long Branch Station,True
Bay Head,6:28 PM,Track 1,Long Branch Station,True
Bay Head,7:10 PM,Track 1,Long Branch Station,True
New York -SEC ✈,7:21 PM,Track 1,Long Branch Station,True
Bay Head,7:24 PM,Track 1,Long Branch Station,True
Hoboken -SEC,"10:46 AM
           in 23 Min",Track 2,Lyndhurst Station,True
Suffern,11:03 AM,Track 1,Lyndhurst Station,True
Hoboken -SEC,11:46 AM,Track 2,Lyndhurst Station,True
Suffern,12:03 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,12:46 PM,Track 2,Lyndhurst Station,True
Waldwick,1:04 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,1:46 PM,Track 2,Lyndhurst Station,True
Waldwick,2:02 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,2:44 PM,Track 2,Lyndhurst Station,True
Suffern,3:04 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,3:38 PM,Track 2,Lyndhurst Station,True
Waldwick,3:54 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,4:10 PM,Track 2,Lyndhurst Station,True
Ridgewood,4:46 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,4:57 PM,Track 2,Lyndhurst Station,True
Waldwick,5:31 PM,Track 1,Lyndhurst Station,True
Hoboken -SEC,5:46 PM,Track 2,Lyndhurst Station,True
Waldwick,6:03 PM,Track 1,Lyndhurst Station,True
Waldwick,6:38 PM,Track 1,Lyndhurst Station,True
Gladstone,"10:48 AM
           in 21 Min",Track Single,Lyons Station,True
Hoboken,11:18 AM,Track Single,Lyons Station,True
Gladstone,11:48 AM,Track Single,Lyons Station,True
Hoboken,12:18 PM,Track Single,Lyons Station,True
Gladstone,12:48 PM,Track Single,Lyons Station,True
Hoboken,1:18 PM,Track Single,Lyons Station,True
Gladstone,1:48 PM,Track Single,Lyons Station,True
Hoboken,2:18 PM,Track Single,Lyons Station,True
Gladstone,2:48 PM,Track Single,Lyons Station,True
Hoboken,3:15 PM,Track Single,Lyons Station,True
Gladstone,3:50 PM,Track Single,Lyons Station,True
Hoboken,4:19 PM,Track Single,Lyons Station,True
Bernardsville,4:34 PM,Track Single,Lyons Station,True
Hoboken,5:13 PM,Track Single,Lyons Station,True
Gladstone,5:27 PM,Track Single,Lyons Station,True
Gladstone,6:05 PM,Track Single,Lyons Station,True
Gladstone,6:28 PM,Track Single,Lyons Station,True
Gladstone,6:40 PM,Track Single,Lyons Station,True
Gladstone,7:01 PM,Track Single,Lyons Station,True
New York -SEC,"10:35 AM
           in 9 Min",Track 2,Madison Station,True
Dover,11:01 AM,Track 1,Madison Station,True
New York -SEC,11:19 AM,Track 2,Madison Station,True
Dover,11:44 AM,Track 1,Madison Station,True
New York -SEC,12:26 PM,Track 2,Madison Station,True
Dover,12:44 PM,Track 1,Madison Station,True
Hoboken,1:00 PM,Track 2,Madison Station,True
New York -SEC,1:26 PM,Track 2,Madison Station,True
Dover,1:45 PM,Track 1,Madison Station,True
New York,2:26 PM,Track 2,Madison Station,True
Dover,2:52 PM,Track 1,Madison Station,True
New York -SEC,3:09 PM,Track 2,Madison Station,True
Hackettstown,3:13 PM,Track 1,Madison Station,True
Dover,3:32 PM,Track 1,Madison Station,True
New York,3:47 PM,Track 2,Madison Station,True
Dover,4:12 PM,Track 1,Madison Station,True
New York -SEC,4:12 PM,Track 2,Madison Station,True
New York -SEC,4:30 PM,Track 2,Madison Station,True
Mount Olive,4:44 PM,Track 1,Madison Station,True
Port Jervis,"10:48 AM
           in 21 Min",Track 1,Mahwah Station,False
Hoboken -SEC,10:59 AM,Track 2,Mahwah Station,False
Suffern,11:51 AM,Track 1,Mahwah Station,False
Hoboken -SEC,11:59 AM,Track 2,Mahwah Station,False
Suffern,12:51 PM,Track 1,Mahwah Station,False
Hoboken -SEC,12:59 PM,Track 2,Mahwah Station,False
Hoboken -SEC,1:07 PM,Track 2,Mahwah Station,False
Suffern,1:42 PM,Track 1,Mahwah Station,False
Hoboken -SEC,1:57 PM,Track 2,Mahwah Station,False
Suffern,2:43 PM,Track 1,Mahwah Station,False
Hoboken -SEC,2:52 PM,Track 2,Mahwah Station,False
Hoboken -SEC,3:14 PM,Track 2,Mahwah Station,False
Suffern,3:39 PM,Track 1,Mahwah Station,False
Suffern,3:52 PM,Track 1,Mahwah Station,False
Hoboken -SEC,4:10 PM,Track 2,Mahwah Station,False
Suffern,4:26 PM,Track 1,Mahwah Station,False
Hoboken -SEC,4:29 PM,Track 2,Mahwah Station,False
Hoboken -SEC,5:00 PM,Track 2,Mahwah Station,False
Suffern,5:16 PM,Track 1,Mahwah Station,False
Long Branch,11:17 AM,Track 2,Manasquan Station,False
Bay Head,11:55 AM,Track 1,Manasquan Station,False
Bay Head,12:53 PM,Track 1,Manasquan Station,False
Long Branch,1:18 PM,Track 2,Manasquan Station,False
Bay Head,2:53 PM,Track 1,Manasquan Station,False
Long Branch,3:09 PM,Track 2,Manasquan Station,False
Long Branch,4:09 PM,Track 2,Manasquan Station,False
Bay Head,4:53 PM,Track 1,Manasquan Station,False
Long Branch,5:39 PM,Track 2,Manasquan Station,False
Bay Head,5:42 PM,Track 1,Manasquan Station,False
Bay Head,6:25 PM,Track 1,Manasquan Station,False
Bay Head,6:56 PM,Track 1,Manasquan Station,False
Long Branch,7:34 PM,Track 2,Manasquan Station,False
Bay Head,7:37 PM,Track 1,Manasquan Station,False
Bay Head,7:52 PM,Track 1,Manasquan Station,False
Bay Head,8:28 PM,Track 1,Manasquan Station,False
Long Branch,8:35 PM,Track 2,Manasquan Station,False
Bay Head,8:59 PM,Track 1,Manasquan Station,False
Bay Head,10:26 PM,Track 1,Manasquan Station,False
New York -SEC,10:38 AM,Track 2,Maplewood Station,False
Dover,"10:40 AM
           in 14 Min",Track 3,Maplewood Station,False
Hoboken,11:00 AM,Track 2,Maplewood Station,False
Gladstone,11:12 AM,Track 3,Maplewood Station,False
Dover,11:22 AM,Track 3,Maplewood Station,False
New York -SEC,11:40 AM,Track 2,Maplewood Station,False
Hoboken,11:53 AM,Track 2,Maplewood Station,False
Gladstone,12:12 PM,Track 3,Maplewood Station,False
Dover,12:22 PM,Track 3,Maplewood Station,False
New York -SEC,12:47 PM,Track 2,Maplewood Station,False
Hoboken,12:54 PM,Track 2,Maplewood Station,False
Gladstone,1:12 PM,Track 3,Maplewood Station,False
Hoboken,1:21 PM,Track 2,Maplewood Station,False
Dover,1:23 PM,Track 3,Maplewood Station,False
New York -SEC,1:47 PM,Track 2,Maplewood Station,False
Hoboken,1:54 PM,Track 2,Maplewood Station,False
Gladstone,2:13 PM,Track 3,Maplewood Station,False
Dover,2:28 PM,Track 3,Maplewood Station,False
New York,2:47 PM,Track 2,Maplewood Station,False
Long Branch,10:55 AM,Track 1,Matawan Station,True
New York -SEC ✈,11:22 AM,Track 2,Matawan Station,True
Long Branch,11:51 AM,Track 1,Matawan Station,True
New York -SEC ✈,12:19 PM,Track 2,Matawan Station,True
Long Branch,12:34 PM,Track 1,Matawan Station,True
Long Branch,1:15 PM,Track 1,Matawan Station,True
New York -SEC ✈,1:19 PM,Track 2,Matawan Station,True
Long Branch,1:53 PM,Track 1,Matawan Station,True
New York -SEC ✈,2:20 PM,Track 2,Matawan Station,True
Long Branch,2:51 PM,Track 1,Matawan Station,True
New York -SEC ✈,3:17 PM,Track 2,Matawan Station,True
Long Branch,3:52 PM,Track 1,Matawan Station,True
New York -SEC ✈,4:11 PM,Track 2,Matawan Station,True
Long Branch,4:40 PM,Track 1,Matawan Station,True
New York -SEC ✈,5:11 PM,Track 2,Matawan Station,True
Bay Head,5:29 PM,Track 1,Matawan Station,True
Bay Head,6:00 PM,Track 1,Matawan Station,True
New York -SEC ✈,6:04 PM,Track 2,Matawan Station,True
Long Branch,6:24 PM,Track 1,Matawan Station,True
Trenton,"10:20 AM
           in 3 Min",Track 4,Metropark Station,True
Washington,"10:25 AM
           All Aboard",Track 4,Metropark Station,True
New York -SEC ✈,"10:29 AM
           in 2 Min",Track 1,Metropark Station,True
Trenton,"10:45 AM
           in 18 Min",Track 4,Metropark Station,True
New York -SEC ✈,"10:54 AM
           in 27 Min",Track 1,Metropark Station,True
Norfolk,11:07 AM,Track 4,Metropark Station,True
Trenton,11:20 AM,Track 4,Metropark Station,True
New York -SEC ✈,11:24 AM,Track 1,Metropark Station,True
Boston,11:41 AM,Track 1,Metropark Station,True
Boston,11:51 AM,Track 1,Metropark Station,True
Trenton,11:54 AM,Track 4,Metropark Station,True
Newport News,12:06 PM,Track 4,Metropark Station,True
New York -SEC ✈,12:11 PM,Track 1,Metropark Station,True
Trenton,12:21 PM,Track 4,Metropark Station,True
New York -SEC ✈,12:33 PM,Track 1,Metropark Station,True
Trenton,12:46 PM,Track 4,Metropark Station,True
New York -SEC ✈,1:02 PM,Track 1,Metropark Station,True
Roanoke,1:17 PM,Track 4,Metropark Station,True
Trenton,1:21 PM,Track 4,Metropark Station,True
Trenton,"10:24 AM
           in 7 Min",Track 4,Metuchen Station,True
